name,number,area,price,mean_prc,lon,lat,location
通州 - 龙湖蔚澜香醍,1,28.0,1800.0,64.0,116.648822,39.88454,通州
门头沟 - 中门寺小区,3,48.333333333333336,2800.0,57.666666666666664,116.09053300000001,39.931158,门头沟
门头沟 - 中门寺良实家园,1,45.0,2600.0,57.0,116.09205800000001,39.933651,门头沟
门头沟 - 中门花园二期,1,45.0,2600.0,57.0,116.085124,39.931365,门头沟
门头沟 - 丽景长安,1,60.0,3300.0,55.0,116.10902,39.905103999999994,门头沟
门头沟 - 京汉铂寓门头沟,3,65.33333333333333,3500.0,53.0,116.105296,39.932487,门头沟
门头沟 - 冯村信园,2,42.5,2850.0,67.0,116.10829299999999,39.908101,门头沟
门头沟 - 华远西山雅园,1,47.0,2800.0,59.0,116.098371,39.941639,门头沟
门头沟 - 大峪南路小区,1,55.0,3500.0,63.0,116.09868999999999,39.933881,门头沟
门头沟 - 峪园小区,1,65.0,3500.0,53.0,116.10202,39.930678,门头沟
门头沟 - 惠康嘉园,1,56.0,2900.0,51.0,116.118269,39.915135,门头沟
门头沟 - 惠民家园,3,56.0,3033.3333333333335,54.0,116.09494699999999,39.942615999999994,门头沟
门头沟 - 惠润嘉园,1,42.0,2700.0,64.0,116.1205,39.893438,门头沟
门头沟 - 滨河西区皓月园,1,45.0,2800.0,62.0,116.11107,39.934461,门头沟
门头沟 - 熙旺中心伴山御景,3,54.0,3433.3333333333335,63.666666666666664,116.11334800000002,39.935506,门头沟
门头沟 - 石泉砖厂,1,46.0,2400.0,52.0,116.094977,39.943018,门头沟
门头沟 - 石门营小区,4,46.5,2750.0,58.5,116.106466,39.888096999999995,门头沟
门头沟 - 石门营新一区,1,64.0,3500.0,54.0,116.106256,39.889495000000004,门头沟
